,k,pk
35,42.0,5.068851905043508e-05
36,43.0,6.758469206724677e-05
37,44.0,3.3792346033623384e-05
38,45.0,6.758469206724677e-05
39,46.0,3.3792346033623384e-05
40,47.0,5.068851905043508e-05
41,48.0,0.00011827321111768185
42,49.0,5.068851905043508e-05
43,50.0,8.448086508405846e-05
44,51.0,6.758469206724677e-05
45,52.0,0.00010137703810087016
46,53.0,0.00011827321111768185
47,54.0,3.3792346033623384e-05
48,55.0,3.3792346033623384e-05
49,56.0,6.758469206724677e-05
50,57.0,6.758469206724677e-05
51,58.0,5.068851905043508e-05
52,59.0,8.448086508405846e-05
53,60.0,3.3792346033623384e-05
54,61.0,3.3792346033623384e-05
55,62.0,6.758469206724677e-05
56,63.0,5.068851905043508e-05
57,64.0,6.758469206724677e-05
58,65.0,5.068851905043508e-05
59,66.0,0.00011827321111768185
60,67.0,6.758469206724677e-05
61,68.0,5.068851905043508e-05
62,69.0,5.068851905043508e-05
63,70.0,6.758469206724677e-05
64,71.0,6.758469206724677e-05
65,72.0,5.068851905043508e-05
66,73.0,8.448086508405846e-05
67,74.0,6.758469206724677e-05
68,75.0,1.6896173016811692e-05
69,76.0,0.00013516938413449353
70,77.0,5.068851905043508e-05
71,78.0,1.6896173016811692e-05
72,79.0,3.3792346033623384e-05
73,80.0,3.3792346033623384e-05
74,81.0,5.068851905043508e-05
75,83.0,0.00011827321111768185
76,84.0,3.3792346033623384e-05
77,85.0,3.3792346033623384e-05
78,86.0,5.068851905043508e-05
79,89.0,3.3792346033623384e-05
80,90.0,3.3792346033623384e-05
81,91.0,1.6896173016811692e-05
82,92.0,3.3792346033623384e-05
83,94.0,0.00010137703810087016
84,95.0,3.3792346033623384e-05
85,96.0,8.448086508405846e-05
86,97.0,1.6896173016811692e-05
87,99.0,1.6896173016811692e-05
88,100.0,6.758469206724677e-05
89,102.0,1.6896173016811692e-05
90,103.0,3.3792346033623384e-05
91,104.0,1.6896173016811692e-05
92,105.0,3.3792346033623384e-05
93,106.0,3.3792346033623384e-05
94,107.0,3.3792346033623384e-05
95,109.0,3.3792346033623384e-05
96,110.0,1.6896173016811692e-05
97,111.0,0.00011827321111768185
98,112.0,5.068851905043508e-05
99,113.0,1.6896173016811692e-05
100,114.0,1.6896173016811692e-05
101,115.0,1.6896173016811692e-05
102,116.0,1.6896173016811692e-05
103,118.0,1.6896173016811692e-05
104,119.0,1.6896173016811692e-05
105,121.0,3.3792346033623384e-05
106,122.0,3.3792346033623384e-05
107,125.0,1.6896173016811692e-05
108,128.0,1.6896173016811692e-05
109,138.0,1.6896173016811692e-05
110,140.0,1.6896173016811692e-05
111,155.0,1.6896173016811692e-05
112,159.0,1.6896173016811692e-05
0,0.0,0.8469798430735931
1,1.0,0.12175324675324675
2,2.0,0.022236877705627704
3,3.0,0.004109172077922078
4,4.0,0.0005580357142857143
5,5.0,0.00011837121212121212
6,6.0,1.691017316017316e-05
7,8.0,1.691017316017316e-05
8,11.0,1.691017316017316e-05
9,12.0,1.691017316017316e-05
10,13.0,1.691017316017316e-05
11,17.0,1.691017316017316e-05
12,18.0,1.691017316017316e-05
13,19.0,1.691017316017316e-05
14,20.0,5.0730519480519484e-05
15,21.0,1.691017316017316e-05
16,22.0,1.691017316017316e-05
17,23.0,6.764069264069264e-05
18,24.0,1.691017316017316e-05
19,25.0,5.0730519480519484e-05
20,26.0,1.691017316017316e-05
21,27.0,0.00011837121212121212
22,29.0,1.691017316017316e-05
23,30.0,1.691017316017316e-05
24,31.0,1.691017316017316e-05
25,32.0,3.382034632034632e-05
26,33.0,1.691017316017316e-05
27,34.0,1.691017316017316e-05
28,35.0,0.00010146103896103897
29,36.0,1.691017316017316e-05
30,37.0,6.764069264069264e-05
31,38.0,1.691017316017316e-05
32,40.0,5.0730519480519484e-05
33,41.0,3.382034632034632e-05
34,42.0,5.0730519480519484e-05
35,43.0,6.764069264069264e-05
36,45.0,5.0730519480519484e-05
37,46.0,3.382034632034632e-05
38,47.0,5.0730519480519484e-05
39,48.0,5.0730519480519484e-05
40,49.0,3.382034632034632e-05
41,50.0,3.382034632034632e-05
42,51.0,6.764069264069264e-05
43,52.0,5.0730519480519484e-05
44,53.0,5.0730519480519484e-05
45,54.0,3.382034632034632e-05
46,55.0,5.0730519480519484e-05
47,56.0,8.45508658008658e-05
48,57.0,0.00010146103896103897
49,58.0,5.0730519480519484e-05
50,59.0,1.691017316017316e-05
51,60.0,1.691017316017316e-05
52,61.0,3.382034632034632e-05
53,62.0,3.382034632034632e-05
54,63.0,0.00013528138528138528
55,64.0,0.00011837121212121212
56,65.0,3.382034632034632e-05
57,66.0,1.691017316017316e-05
58,67.0,8.45508658008658e-05
59,68.0,1.691017316017316e-05
60,69.0,5.0730519480519484e-05
61,70.0,3.382034632034632e-05
62,71.0,6.764069264069264e-05
63,72.0,3.382034632034632e-05
64,73.0,5.0730519480519484e-05
65,74.0,6.764069264069264e-05
66,75.0,5.0730519480519484e-05
67,76.0,5.0730519480519484e-05
68,77.0,0.00011837121212121212
69,78.0,3.382034632034632e-05
70,79.0,3.382034632034632e-05
71,80.0,1.691017316017316e-05
72,81.0,0.00010146103896103897
73,82.0,6.764069264069264e-05
74,83.0,0.00011837121212121212
75,84.0,1.691017316017316e-05
76,85.0,3.382034632034632e-05
77,86.0,5.0730519480519484e-05
78,87.0,3.382034632034632e-05
79,88.0,1.691017316017316e-05
80,89.0,5.0730519480519484e-05
81,90.0,5.0730519480519484e-05
82,91.0,1.691017316017316e-05
83,92.0,3.382034632034632e-05
84,93.0,3.382034632034632e-05
85,94.0,1.691017316017316e-05
86,95.0,5.0730519480519484e-05
87,97.0,5.0730519480519484e-05
88,98.0,3.382034632034632e-05
89,99.0,1.691017316017316e-05
90,100.0,6.764069264069264e-05
91,101.0,3.382034632034632e-05
92,102.0,6.764069264069264e-05
93,104.0,3.382034632034632e-05
94,105.0,3.382034632034632e-05
95,106.0,1.691017316017316e-05
96,107.0,1.691017316017316e-05
97,108.0,1.691017316017316e-05
98,109.0,1.691017316017316e-05
99,110.0,3.382034632034632e-05
100,113.0,6.764069264069264e-05
101,114.0,1.691017316017316e-05
102,115.0,5.0730519480519484e-05
103,116.0,1.691017316017316e-05
104,119.0,1.691017316017316e-05
105,123.0,1.691017316017316e-05
106,133.0,1.691017316017316e-05
107,137.0,1.691017316017316e-05
108,139.0,1.691017316017316e-05
0,0.0,0.8468804920913884
1,1.0,0.12211031499256456
2,2.0,0.02191766932540219
3,3.0,0.0037684196295795593
4,4.0,0.0007266459375422469
5,5.0,0.00011829119913478437
6,6.0,1.6898742733540625e-05
7,8.0,1.6898742733540625e-05
8,12.0,1.6898742733540625e-05
9,13.0,3.379748546708125e-05
10,14.0,1.6898742733540625e-05
11,15.0,5.0696228200621875e-05
12,16.0,1.6898742733540625e-05
13,18.0,3.379748546708125e-05
14,21.0,5.0696228200621875e-05
15,22.0,5.0696228200621875e-05
16,23.0,1.6898742733540625e-05
17,24.0,3.379748546708125e-05
18,26.0,1.6898742733540625e-05
19,27.0,1.6898742733540625e-05
20,29.0,3.379748546708125e-05
21,30.0,3.379748546708125e-05
22,31.0,1.6898742733540625e-05
23,32.0,1.6898742733540625e-05
24,33.0,1.6898742733540625e-05
25,34.0,3.379748546708125e-05
26,37.0,5.0696228200621875e-05
27,38.0,5.0696228200621875e-05
28,39.0,8.449371366770312e-05
29,40.0,1.6898742733540625e-05
30,41.0,5.0696228200621875e-05
31,42.0,5.0696228200621875e-05
32,44.0,8.449371366770312e-05
33,45.0,0.00011829119913478437
34,46.0,0.00010139245640124375
35,47.0,3.379748546708125e-05
36,48.0,5.0696228200621875e-05
37,49.0,0.00010139245640124375
38,50.0,5.0696228200621875e-05
39,51.0,1.6898742733540625e-05
40,52.0,5.0696228200621875e-05
41,53.0,1.6898742733540625e-05
42,54.0,3.379748546708125e-05
43,55.0,8.449371366770312e-05
44,56.0,6.75949709341625e-05
45,57.0,1.6898742733540625e-05
46,58.0,5.0696228200621875e-05
47,59.0,6.75949709341625e-05
48,60.0,5.0696228200621875e-05
49,61.0,3.379748546708125e-05
50,63.0,6.75949709341625e-05
51,64.0,6.75949709341625e-05
52,65.0,1.6898742733540625e-05
53,66.0,0.00010139245640124375
54,67.0,0.00010139245640124375
55,68.0,5.0696228200621875e-05
56,69.0,1.6898742733540625e-05
57,70.0,8.449371366770312e-05
58,71.0,1.6898742733540625e-05
59,72.0,1.6898742733540625e-05
60,73.0,6.75949709341625e-05
61,74.0,5.0696228200621875e-05
62,75.0,0.000135189941868325
63,76.0,1.6898742733540625e-05
64,77.0,1.6898742733540625e-05
65,78.0,1.6898742733540625e-05
66,79.0,6.75949709341625e-05
67,80.0,1.6898742733540625e-05
68,81.0,3.379748546708125e-05
69,82.0,1.6898742733540625e-05
70,83.0,6.75949709341625e-05
71,84.0,1.6898742733540625e-05
72,85.0,0.00010139245640124375
73,86.0,6.75949709341625e-05
74,87.0,1.6898742733540625e-05
75,88.0,5.0696228200621875e-05
76,89.0,3.379748546708125e-05
77,90.0,3.379748546708125e-05
78,92.0,3.379748546708125e-05
79,93.0,6.75949709341625e-05
80,94.0,8.449371366770312e-05
81,95.0,5.0696228200621875e-05
82,96.0,5.0696228200621875e-05
83,97.0,1.6898742733540625e-05
84,98.0,3.379748546708125e-05
85,99.0,5.0696228200621875e-05
86,100.0,1.6898742733540625e-05
87,101.0,3.379748546708125e-05
88,102.0,1.6898742733540625e-05
89,103.0,6.75949709341625e-05
90,104.0,5.0696228200621875e-05
91,105.0,1.6898742733540625e-05
92,106.0,1.6898742733540625e-05
93,108.0,1.6898742733540625e-05
94,109.0,1.6898742733540625e-05
95,110.0,6.75949709341625e-05
96,111.0,6.75949709341625e-05
97,112.0,5.0696228200621875e-05
98,115.0,1.6898742733540625e-05
99,116.0,3.379748546708125e-05
100,117.0,1.6898742733540625e-05
101,118.0,6.75949709341625e-05
102,121.0,5.0696228200621875e-05
103,122.0,1.6898742733540625e-05
104,123.0,5.0696228200621875e-05
105,124.0,1.6898742733540625e-05
106,125.0,1.6898742733540625e-05
107,127.0,1.6898742733540625e-05
108,129.0,1.6898742733540625e-05
109,130.0,1.6898742733540625e-05
110,131.0,1.6898742733540625e-05
111,136.0,3.379748546708125e-05
112,138.0,1.6898742733540625e-05
