player_name,age,position,fee,fee_cleaned,year,club_name,club_involved_name,transfer_movement
José Callejón,24.0,Right Winger,£4.50m,4.5,2011,Real Madrid,Espanyol,in
José Callejón,26.0,Right Winger,£8.55m,8.55,2013,SSC Napoli,Real Madrid,in
José Callejón,26.0,Right Winger,£8.55m,8.55,2013,Real Madrid,SSC Napoli,out
José Callejón,33.0,Right Winger,Free transfer,0.0,2020,SSC Napoli,Fiorentina,out
José Callejón,33.0,Right Winger,Free transfer,0.0,2020,ACF Fiorentina,SSC Napoli,in
José Campaña,20.0,Central Midfield,Loan,0.0,2013,Crystal Palace,1.FC Nuremberg,out
José Campaña,20.0,Central Midfield,Loan,0.0,2013,1.FC Nuremberg,Crystal Palace,in
José Campaña,20.0,Central Midfield,£1.80m,1.8,2013,Crystal Palace,Sevilla FC,in
José Campaña,20.0,Central Midfield,£1.80m,1.8,2013,Sevilla FC,Crystal Palace,out
José Campaña,21.0,Central Midfield,Loan,0.0,2014,UC Sampdoria,FC Porto,out
José Campaña,21.0,Central Midfield,Loan,0.0,2014,FC Porto,Sampdoria,in
José Campaña,21.0,Central Midfield,£1.62m,1.62,2014,Crystal Palace,Sampdoria,out
José Campaña,21.0,Central Midfield,£1.62m,1.62,2014,UC Sampdoria,Crystal Palace,in
José Castillo,34.0,Centre-Forward,£720Th.,0.72,2009,AS Bari,Fiorentina,in
José Castillo,34.0,Centre-Forward,£720Th.,0.72,2009,ACF Fiorentina,Bari,out
José Chamot,29.0,Centre-Back,£5.40m,5.4,1998,SS Lazio,Atlético Madrid,out
José Chamot,29.0,Centre-Back,£5.40m,5.4,1998,Atlético Madrid,Lazio,in
José Chamot,30.0,Centre-Back,£2.70m,2.7,1999,Milan AC,Atlético Madrid,in
José Chamot,30.0,Centre-Back,£2.70m,2.7,1999,Atlético Madrid,Milan,out
José Dominguez,23.0,Left Winger,£2.16m,2.16,1997,Tottenham Hotspur,Sporting CP,in
José Dominguez,23.0,Left Winger,£2.16m,2.16,1997,Sporting CP,Spurs,out
José Dominguez,26.0,Left Winger,£288Th.,0.28800000000000003,2000,Tottenham Hotspur,1.FC K'lautern,out
José Dominguez,26.0,Left Winger,£288Th.,0.28800000000000003,2000,1.FC Kaiserslautern,Spurs,in
José Enrique,19.0,Left-Back,Loan,0.0,2005,Valencia CF,Celta de Vigo,out
José Enrique,19.0,Left-Back,Loan,0.0,2005,Celta de Vigo,Valencia,in
José Enrique,20.0,Left-Back,"End of loanJun 30, 2006",0.0,2006,Valencia CF,Celta de Vigo,in
José Enrique,20.0,Left-Back,"End of loanJun 30, 2006",0.0,2006,Celta de Vigo,Valencia,out
José Enrique,21.0,Left-Back,£7.83m,7.83,2007,Newcastle United,Villarreal,in
José Enrique,21.0,Left-Back,£7.83m,7.83,2007,Villarreal CF,Newcastle,out
José Enrique,25.0,Left-Back,£7.20m,7.2,2011,Newcastle United,Liverpool,out
José Enrique,25.0,Left-Back,£7.20m,7.2,2011,Liverpool FC,Newcastle,in
José Fonte,22.0,Centre-Back,"End of loanJun 30, 2006",0.0,2006,SL Benfica,Paços Ferreira,in
José Fonte,22.0,Centre-Back,"End of loanJun 30, 2006",0.0,2006,FC Paços de Ferreira,Benfica,out
José Fonte,22.0,Centre-Back,Free transfer,0.0,2005,SL Benfica,Vitória Setúbal,in
José Fonte,22.0,Centre-Back,Free transfer,0.0,2005,Vitória Setúbal FC,Benfica,out
José Fonte,22.0,Centre-Back,Loan,0.0,2005,SL Benfica,Paços Ferreira,out
José Fonte,22.0,Centre-Back,Loan,0.0,2005,FC Paços de Ferreira,Benfica,in
José Fonte,22.0,Centre-Back,Loan,0.0,2006,SL Benfica,CF Estrela,out
José Fonte,22.0,Centre-Back,Loan,0.0,2006,CF Estrela Amadora SAD,Benfica,in
José Fonte,23.0,Centre-Back,"End of loanJun 30, 2007",0.0,2007,SL Benfica,CF Estrela,in
José Fonte,23.0,Centre-Back,"End of loanJun 30, 2007",0.0,2007,CF Estrela Amadora SAD,Benfica,out
José Fonte,23.0,Centre-Back,Free transfer,0.0,2007,Crystal Palace,Benfica,in
José Fonte,23.0,Centre-Back,Free transfer,0.0,2007,SL Benfica,Crystal Palace,out
José Fonte,33.0,Centre-Back,£8.28m,8.28,2016,Southampton FC,West Ham,out
José Fonte,33.0,Centre-Back,£8.28m,8.28,2016,West Ham United,Southampton,in
José Manuel Jurado,20.0,Attacking Midfield,£2.70m,2.7,2006,Atlético Madrid,Real Madrid,in
José Manuel Jurado,20.0,Attacking Midfield,£2.70m,2.7,2006,Real Madrid,Atlético Madrid,out
José Manuel Jurado,22.0,Attacking Midfield,Loan,0.0,2008,Atlético Madrid,RCD Mallorca,out
José Manuel Jurado,22.0,Attacking Midfield,Loan,0.0,2008,RCD Mallorca,Atlético Madrid,in
José Manuel Jurado,23.0,Attacking Midfield,"End of loanJun 30, 2009",0.0,2009,Atlético Madrid,RCD Mallorca,in
José Manuel Jurado,23.0,Attacking Midfield,"End of loanJun 30, 2009",0.0,2009,RCD Mallorca,Atlético Madrid,out
José Manuel Jurado,24.0,Attacking Midfield,£9.90m,9.9,2010,FC Schalke 04,Atlético Madrid,in
José Manuel Jurado,24.0,Attacking Midfield,£9.90m,9.9,2010,Atlético Madrid,FC Schalke 04,out
José Manuel Jurado,26.0,Attacking Midfield,Loan fee:£1.35m,1.35,2012,FC Schalke 04,Spartak Moscow,out
José Manuel Jurado,26.0,Attacking Midfield,Loan fee:£1.35m,1.35,2012,Spartak Moscow,FC Schalke 04,in
José Manuel Jurado,27.0,Attacking Midfield,"End of loanJun 30, 2013",0.0,2013,FC Schalke 04,Spartak Moscow,in
José Manuel Jurado,27.0,Attacking Midfield,"End of loanJun 30, 2013",0.0,2013,Spartak Moscow,FC Schalke 04,out
José Manuel Jurado,27.0,Attacking Midfield,£2.70m,2.7,2013,FC Schalke 04,Spartak Moscow,out
José Manuel Jurado,27.0,Attacking Midfield,£2.70m,2.7,2013,Spartak Moscow,FC Schalke 04,in
José Manuel Jurado,29.0,Attacking Midfield,£7.74m,7.74,2015,Watford FC,Spartak Moscow,in
José Manuel Jurado,29.0,Attacking Midfield,£7.74m,7.74,2015,Spartak Moscow,Watford,out
José Manuel Jurado,30.0,Attacking Midfield,£1.08m,1.08,2016,Watford FC,Espanyol,out
José Manuel Jurado,30.0,Attacking Midfield,£1.08m,1.08,2016,RCD Espanyol Barcelona,Watford,in
José Mari,21.0,Centre-Forward,£17.10m,17.1,1999,Milan AC,Atlético Madrid,in
José Mari,21.0,Centre-Forward,£17.10m,17.1,1999,Atlético Madrid,Milan,out
José Mari,23.0,Centre-Forward,Loan,0.0,2002,Milan AC,Atlético Madrid,out
José Mari,23.0,Centre-Forward,Loan,0.0,2002,Atlético Madrid,Milan,in
José Mari,24.0,Centre-Forward,£8.10m,8.1,2003,Milan AC,Villarreal,out
José Mari,24.0,Centre-Forward,£8.10m,8.1,2003,Villarreal CF,Milan,in
José Mari,28.0,Centre-Forward,Free transfer,0.0,2007,Villarreal CF,Real Betis,out
José Mari,28.0,Centre-Forward,Free transfer,0.0,2007,Real Betis Balompié,Villarreal,in
José Sosa,25.0,Central Midfield,£2.70m,2.7,2010,Bayern Munich,SSC Napoli,out
José Sosa,25.0,Central Midfield,£2.70m,2.7,2010,SSC Napoli,Bayern Munich,in
Jota,21.0,Left Winger,Loan,0.0,2020,SL Benfica,Real Valladolid,out
Jota,21.0,Left Winger,Loan,0.0,2020,Real Valladolid CF,Benfica,in
Jota,23.0,Right Winger,"End of loanJun 30, 2014",0.0,2014,Celta de Vigo,SD Eibar,in
Jota,23.0,Right Winger,"End of loanJun 30, 2014",0.0,2014,SD Eibar,Celta de Vigo,out
Jota,23.0,Right Winger,£1.35m,1.35,2014,Brentford FC,Celta de Vigo,in
Jota,23.0,Right Winger,£1.35m,1.35,2014,Celta de Vigo,Brentford,out
Jota,24.0,Right Winger,Loan,0.0,2015,Brentford FC,SD Eibar,out
Jota,24.0,Right Winger,Loan,0.0,2015,SD Eibar,Brentford,in
Jota,25.0,Right Winger,"End of loanDec 31, 2016",0.0,2016,Brentford FC,SD Eibar,in
Jota,25.0,Right Winger,"End of loanDec 31, 2016",0.0,2016,SD Eibar,Brentford,out
Jota,26.0,Right Winger,£5.85m,5.85,2017,Brentford FC,Birmingham,out
Jota,26.0,Right Winger,£5.85m,5.85,2017,Birmingham City,Brentford,in
Jota,28.0,Right Winger,£4.05m,4.05,2019,Birmingham City,Aston Villa,out
Jota,28.0,Right Winger,£4.05m,4.05,2019,Aston Villa,Birmingham,in
Jozy Altidore,19.0,Centre-Forward,"End of loanJun 30, 2009",0.0,2009,Villarreal CF,Xerez CD,in
Jozy Altidore,19.0,Centre-Forward,"End of loanJun 30, 2009",0.0,2009,Xerez CD,Villarreal,out
Jozy Altidore,19.0,Centre-Forward,Loan,0.0,2009,Hull City,Villarreal,in
Jozy Altidore,19.0,Centre-Forward,Loan,0.0,2009,Villarreal CF,Hull City,out
Jozy Altidore,20.0,Centre-Forward,"End of loanJun 30, 2010",0.0,2010,Hull City,Villarreal,out
Jozy Altidore,20.0,Centre-Forward,"End of loanJun 30, 2010",0.0,2010,Villarreal CF,Hull City,in
Jozy Altidore,21.0,Centre-Forward,£1.35m,1.35,2011,AZ Alkmaar,Villarreal,in
Jozy Altidore,21.0,Centre-Forward,£1.35m,1.35,2011,Villarreal CF,AZ Alkmaar,out
Jozy Altidore,23.0,Centre-Forward,£9.00m,9.0,2013,AZ Alkmaar,Sunderland,out
Jozy Altidore,23.0,Centre-Forward,£9.00m,9.0,2013,Sunderland AFC,AZ Alkmaar,in
João Cancelo,20.0,Right-Back,Loan,0.0,2014,SL Benfica,Valencia,out
João Cancelo,20.0,Right-Back,Loan,0.0,2014,Valencia CF,Benfica,in
João Cancelo,21.0,Right-Back,"End of loanJun 30, 2015",0.0,2015,SL Benfica,Valencia,in
João Cancelo,21.0,Right-Back,"End of loanJun 30, 2015",0.0,2015,Valencia CF,Benfica,out
João Cancelo,21.0,Right-Back,£13.50m,13.5,2015,SL Benfica,Valencia,out
João Cancelo,21.0,Right-Back,£13.50m,13.5,2015,Valencia CF,Benfica,in
João Cancelo,23.0,Right-Back,Loan,0.0,2017,Inter Milan,Valencia,in
João Cancelo,23.0,Right-Back,Loan,0.0,2017,Valencia CF,Inter,out
João Cancelo,24.0,Right-Back,"End of loanJun 30, 2018",0.0,2018,Inter Milan,Valencia,out
João Cancelo,24.0,Right-Back,"End of loanJun 30, 2018",0.0,2018,Valencia CF,Inter,in
João Cancelo,24.0,Right-Back,£36.36m,36.36,2018,Juventus FC,Valencia,in
João Cancelo,24.0,Right-Back,£36.36m,36.36,2018,Valencia CF,Juventus,out
João Cancelo,25.0,Right-Back,£58.50m,58.5,2019,Manchester City,Juventus,in
João Cancelo,25.0,Right-Back,£58.50m,58.5,2019,Juventus FC,Man City,out
João Carlos Teixeira,21.0,Attacking Midfield,Loan,0.0,2014,Brighton & Hove Albion,Liverpool,in
João Carlos Teixeira,21.0,Attacking Midfield,Loan,0.0,2014,Liverpool FC,Brighton,out
João Carlos Teixeira,22.0,Attacking Midfield,"End of loanMay 31, 2015",0.0,2014,Brighton & Hove Albion,Liverpool,out
João Carlos Teixeira,22.0,Attacking Midfield,"End of loanMay 31, 2015",0.0,2014,Liverpool FC,Brighton,in
João Carlos Teixeira,23.0,Attacking Midfield,Free transfer,0.0,2016,Liverpool FC,FC Porto,out
João Carlos Teixeira,23.0,Attacking Midfield,Free transfer,0.0,2016,FC Porto,Liverpool,in
João Carlos Teixeira,24.0,Attacking Midfield,Loan,0.0,2017,SC Braga,FC Porto,in
João Carlos Teixeira,24.0,Attacking Midfield,Loan,0.0,2017,FC Porto,Braga,out
João Carlos Teixeira,25.0,Attacking Midfield,"End of loanJun 30, 2018",0.0,2018,FC Porto,Braga,in
João Carlos Teixeira,25.0,Attacking Midfield,"End of loanJun 30, 2018",0.0,2018,SC Braga,FC Porto,out
João Carlos Teixeira,25.0,Attacking Midfield,£1.15m,1.15,2018,FC Porto,Vit. Guimarães,out
João Carlos Teixeira,25.0,Attacking Midfield,£1.15m,1.15,2018,Vitória Guimarães SC,FC Porto,in
João Carlos Teixeira,27.0,Attacking Midfield,£1.44m,1.44,2020,Feyenoord Rotterdam,Vit. Guimarães,in
João Carlos Teixeira,27.0,Attacking Midfield,£1.44m,1.44,2020,Vitória Guimarães SC,Feyenoord,out
João Moutinho,23.0,Central Midfield,£9.90m,9.9,2010,FC Porto,Sporting CP,in
João Moutinho,23.0,Central Midfield,£9.90m,9.9,2010,Sporting CP,FC Porto,out
João Moutinho,26.0,Central Midfield,£22.50m,22.5,2013,AS Monaco,FC Porto,in
João Moutinho,26.0,Central Midfield,£22.50m,22.5,2013,FC Porto,Monaco,out
João Moutinho,31.0,Central Midfield,£5.04m,5.04,2018,Wolverhampton Wanderers,Monaco,in
João Moutinho,31.0,Central Midfield,£5.04m,5.04,2018,AS Monaco,Wolves,out
João Paulo,20.0,Centre-Forward,"End of loanJun 30, 2000",0.0,2000,Boavista FC,Desportivo Aves,in
João Paulo,20.0,Centre-Forward,"End of loanJun 30, 2000",0.0,2000,Desportivo Aves,Boavista,out
João Paulo,21.0,Centre-Back,-,0.0,2010,Portimonense SC,Without Club,in
João Paulo,21.0,Centre-Back,-,0.0,2010,Portimonense SC,Without Club,out
João Paulo,21.0,Centre-Back,Loan,0.0,2002,Sporting CP,Leiria,in
João Paulo,21.0,Centre-Back,Loan,0.0,2002,União de Leiria,Sporting CP,out
João Paulo,21.0,Centre-Forward,"End of loanJun 30, 2001",0.0,2001,Boavista FC,Vitória Setúbal,in
João Paulo,21.0,Centre-Forward,"End of loanJun 30, 2001",0.0,2001,Vitória Setúbal FC,Boavista,out
João Paulo,22.0,Centre-Back,"End of loanJun 30, 2003",0.0,2003,Sporting CP,Leiria,out
João Paulo,22.0,Centre-Back,"End of loanJun 30, 2003",0.0,2003,União de Leiria,Sporting CP,in
João Paulo,22.0,Centre-Forward,Loan,0.0,2002,Boavista FC,Varzim,out
João Paulo,22.0,Centre-Forward,Loan,0.0,2002,Varzim SC,Boavista,in
João Paulo,23.0,Centre-Forward,Loan,0.0,2003,Boavista FC,Beira-Mar,out
João Paulo,23.0,Centre-Forward,Loan,0.0,2003,SC Beira-Mar,Boavista,in
João Paulo,24.0,Centre-Forward,"End of loanJun 30, 2004",0.0,2004,Boavista FC,Beira-Mar,in
João Paulo,24.0,Centre-Forward,"End of loanJun 30, 2004",0.0,2004,SC Beira-Mar,Boavista,out
João Paulo,24.0,Centre-Forward,"End of loanJun 30, 2009",0.0,2009,Belenenses SAD,Olhanense,in
João Paulo,24.0,Centre-Forward,"End of loanJun 30, 2009",0.0,2009,SC Olhanense,Belenenses SAD,out
João Paulo,24.0,Centre-Forward,Loan,0.0,2004,Boavista FC,Estoril,out
João Paulo,24.0,Centre-Forward,Loan,0.0,2004,Estoril Praia,Boavista,in
João Paulo,25.0,Centre-Back,£1.35m,1.35,2006,FC Porto,Leiria,in
João Paulo,25.0,Centre-Back,£1.35m,1.35,2006,União de Leiria,FC Porto,out
João Paulo,27.0,Centre-Forward,Free transfer,0.0,2007,FC Paços de Ferreira,Leiria,out
João Paulo,27.0,Centre-Forward,Free transfer,0.0,2007,União de Leiria,Paços Ferreira,in
João Paulo,28.0,Centre-Back,£1.35m,1.35,2009,Le Mans Union Club 72,FC Porto,in
João Paulo,28.0,Centre-Back,£1.35m,1.35,2009,FC Porto,Le Mans UC 72,out
João Pedro,18.0,Attacking Midfield,Loan,0.0,2010,US Palermo,Vit. Guimarães,out
João Pedro,18.0,Attacking Midfield,Loan,0.0,2010,Vitória Guimarães SC,US Palermo,in
João Pedro,22.0,Attacking Midfield,£1.17m,1.17,2014,Cagliari Calcio,Estoril,in
João Pedro,22.0,Attacking Midfield,£1.17m,1.17,2014,Estoril Praia,Cagliari Calcio,out
João Pedro,26.0,Centre-Back,Free transfer,0.0,2014,Estoril Praia,Penafiel,out
João Pedro,26.0,Centre-Back,Free transfer,0.0,2014,FC Penafiel,Estoril,in
João Pedro,27.0,Centre-Back,Free transfer,0.0,2014,Moreirense FC,Penafiel,in
João Pedro,27.0,Centre-Back,Free transfer,0.0,2014,FC Penafiel,Moreirense,out
João Pedro,27.0,Right-Back,Loan,0.0,2013,SC Braga,Belenenses SAD,out
João Pedro,27.0,Right-Back,Loan,0.0,2013,Belenenses SAD,Braga,in
João Pedro,28.0,Right-Back,"End of loanJun 30, 2014",0.0,2014,SC Braga,Belenenses SAD,in
João Pedro,28.0,Right-Back,"End of loanJun 30, 2014",0.0,2014,Belenenses SAD,Braga,out
João Pedro,28.0,Right-Back,Loan,0.0,2014,SC Braga,Moreirense,out
João Pedro,28.0,Right-Back,Loan,0.0,2014,Moreirense FC,Braga,in
João Pedro,29.0,Right-Back,"End of loanJun 30, 2015",0.0,2015,SC Braga,Moreirense,in
João Pedro,29.0,Right-Back,"End of loanJun 30, 2015",0.0,2015,Moreirense FC,Braga,out
João Pereira,21.0,Left-Back,Free transfer,0.0,2011,SL Benfica,Beira-Mar,out
João Pereira,21.0,Left-Back,Free transfer,0.0,2011,SC Beira-Mar,Benfica,in
João Pereira,21.0,Right-Back,Loan,0.0,2005,SL Benfica,Gil Vicente,out
João Pereira,21.0,Right-Back,Loan,0.0,2005,Gil Vicente FC,Benfica,in
João Pereira,25.0,Right-Back,£2.70m,2.7,2009,Sporting CP,Braga,in
João Pereira,25.0,Right-Back,£2.70m,2.7,2009,SC Braga,Sporting CP,out
João Pereira,28.0,Right-Back,£3.33m,3.33,2012,Sporting CP,Valencia,out
João Pereira,28.0,Right-Back,£3.33m,3.33,2012,Valencia CF,Sporting CP,in
João Pereira,30.0,Right-Back,Free transfer,0.0,2014,Hannover 96,Valencia,in
João Pereira,30.0,Right-Back,Free transfer,0.0,2014,Valencia CF,Hannover 96,out
João Pereira,31.0,Right-Back,Free transfer,0.0,2015,Hannover 96,Sporting CP,out
João Pereira,31.0,Right-Back,Free transfer,0.0,2015,Sporting CP,Hannover 96,in
Juan Bernat,21.0,Left-Back,£9.00m,9.0,2014,Bayern Munich,Valencia,in
Juan Bernat,21.0,Left-Back,£9.00m,9.0,2014,Valencia CF,Bayern Munich,out
Juan Bernat,25.0,Left-Back,£4.50m,4.5,2018,Paris Saint-Germain,Bayern Munich,in
Juan Bernat,25.0,Left-Back,£4.50m,4.5,2018,Bayern Munich,Paris SG,out
Juan Cuadrado,23.0,Right-Back,Loan,0.0,2011,US Lecce,Udinese Calcio,in
Juan Cuadrado,23.0,Right-Back,Loan,0.0,2011,Udinese Calcio,Lecce,out
Juan Cuadrado,24.0,Right-Back,Loan fee:£900Th.,0.9,2012,Udinese Calcio,Fiorentina,out
Juan Cuadrado,24.0,Right-Back,Loan fee:£900Th.,0.9,2012,ACF Fiorentina,Udinese Calcio,in
Juan Cuadrado,25.0,Right-Back,£18.00m,18.0,2013,ACF Fiorentina,Udinese Calcio,in
Juan Cuadrado,25.0,Right-Back,£18.00m,18.0,2013,Udinese Calcio,Fiorentina,out
Juan Cuadrado,26.0,Right-Back,£27.90m,27.9,2014,Chelsea FC,Fiorentina,in
Juan Cuadrado,26.0,Right-Back,£27.90m,27.9,2014,ACF Fiorentina,Chelsea,out
Juan Cuadrado,27.0,Right-Back,Loan fee:£1.62m,1.62,2015,Chelsea FC,Juventus,out
Juan Cuadrado,27.0,Right-Back,Loan fee:£1.62m,1.62,2015,Juventus FC,Chelsea,in
Juan Cuadrado,28.0,Right-Back,"End of loanJun 30, 2016",0.0,2016,Chelsea FC,Juventus,in
Juan Cuadrado,28.0,Right-Back,"End of loanJun 30, 2016",0.0,2016,Juventus FC,Chelsea,out
Juan Cuadrado,28.0,Right-Back,Loan fee:£4.50m,4.5,2016,Chelsea FC,Juventus,out
Juan Cuadrado,28.0,Right-Back,Loan fee:£4.50m,4.5,2016,Juventus FC,Chelsea,in
Juan Cuadrado,29.0,Right-Back,"End of loanJun 30, 2017",0.0,2017,Chelsea FC,Juventus,in
Juan Cuadrado,29.0,Right-Back,"End of loanJun 30, 2017",0.0,2017,Juventus FC,Chelsea,out
Juan Cuadrado,29.0,Right-Back,£18.00m,18.0,2017,Chelsea FC,Juventus,out
Juan Cuadrado,29.0,Right-Back,£18.00m,18.0,2017,Juventus FC,Chelsea,in
Juan Esnáider,20.0,Centre-Forward,£1.26m,1.26,1993,Real Madrid,Real Zaragoza,out
Juan Esnáider,20.0,Centre-Forward,£1.26m,1.26,1993,Real Zaragoza,Real Madrid,in
Juan Esnáider,22.0,Centre-Forward,£3.24m,3.24,1995,Real Zaragoza,Real Madrid,out
Juan Esnáider,22.0,Centre-Forward,£3.24m,3.24,1995,Real Madrid,Real Zaragoza,in
Juan Esnáider,23.0,Centre-Forward,£2.16m,2.16,1996,Atlético Madrid,Real Madrid,in
Juan Esnáider,23.0,Centre-Forward,£2.16m,2.16,1996,Real Madrid,Atlético Madrid,out
Juan Esnáider,25.0,Centre-Forward,£5.63m,5.63,1998,Juventus FC,Espanyol,in
Juan Esnáider,25.0,Centre-Forward,£5.63m,5.63,1998,RCD Espanyol Barcelona,Juventus,out
Juan Esnáider,27.0,Centre-Forward,£1.35m,1.35,2000,Juventus FC,Real Zaragoza,out
Juan Esnáider,27.0,Centre-Forward,£1.35m,1.35,2000,Real Zaragoza,Juventus,in
Juan Esnáider,30.0,Centre-Forward,Free transfer,0.0,2003,AC Ajaccio,Real Murcia,out
Juan Esnáider,30.0,Centre-Forward,Free transfer,0.0,2003,Real Murcia CF,AC Ajaccio,in
Juan Iturbe,20.0,Left Winger,Loan fee:£900Th.,0.9,2013,Hellas Verona,FC Porto,in
Juan Iturbe,20.0,Left Winger,Loan fee:£900Th.,0.9,2013,FC Porto,Hellas Verona,out
Juan Iturbe,21.0,Left Winger,"End of loanJun 30, 2014",0.0,2014,Hellas Verona,FC Porto,out
Juan Iturbe,21.0,Left Winger,"End of loanJun 30, 2014",0.0,2014,FC Porto,Hellas Verona,in
Juan Iturbe,21.0,Left Winger,£13.50m,13.5,2014,Hellas Verona,FC Porto,in
Juan Iturbe,21.0,Left Winger,£13.50m,13.5,2014,FC Porto,Hellas Verona,out
Juan Iturbe,21.0,Left Winger,£22.05m,22.05,2014,Hellas Verona,AS Roma,out
Juan Iturbe,21.0,Left Winger,£22.05m,22.05,2014,AS Roma,Hellas Verona,in
Juan Iturbe,22.0,Left Winger,Loan fee:£1.08m,1.08,2015,AFC Bournemouth,AS Roma,in
Juan Iturbe,22.0,Left Winger,Loan fee:£1.08m,1.08,2015,AS Roma,Bournemouth,out
Juan Iturbe,23.0,Left Winger,Loan,0.0,2016,AS Roma,Torino,out
Juan Iturbe,23.0,Left Winger,Loan,0.0,2016,Torino FC,AS Roma,in
Juan Mata,23.0,Attacking Midfield,£24.03m,24.03,2011,Chelsea FC,Valencia,in
Juan Mata,23.0,Attacking Midfield,£24.03m,24.03,2011,Valencia CF,Chelsea,out
Juan Mata,25.0,Attacking Midfield,£40.26m,40.26,2013,Manchester United,Chelsea,in
Juan Mata,25.0,Attacking Midfield,£40.26m,40.26,2013,Chelsea FC,Man Utd,out
Juan Román Riquelme,25.0,Attacking Midfield,Loan,0.0,2003,Villarreal CF,FC Barcelona,in
Juan Román Riquelme,25.0,Attacking Midfield,Loan,0.0,2003,FC Barcelona,Villarreal,out
Juan Román Riquelme,27.0,Attacking Midfield,"End of loanJun 30, 2005",0.0,2005,Villarreal CF,FC Barcelona,out
Juan Román Riquelme,27.0,Attacking Midfield,"End of loanJun 30, 2005",0.0,2005,FC Barcelona,Villarreal,in
Juan Román Riquelme,27.0,Attacking Midfield,£7.20m,7.2,2005,Villarreal CF,FC Barcelona,in
Juan Román Riquelme,27.0,Attacking Midfield,£7.20m,7.2,2005,FC Barcelona,Villarreal,out
Juan Sebastián Verón,23.0,Central Midfield,£15.75m,15.75,1998,UC Sampdoria,AC Parma,out
Juan Sebastián Verón,23.0,Central Midfield,£15.75m,15.75,1998,AC Parma,Sampdoria,in
Juan Sebastián Verón,24.0,Central Midfield,£27.00m,27.0,1999,SS Lazio,AC Parma,in
Juan Sebastián Verón,24.0,Central Midfield,£27.00m,27.0,1999,AC Parma,Lazio,out
Juan Sebastián Verón,26.0,Central Midfield,£38.34m,38.34,2001,Manchester United,Lazio,in
Juan Sebastián Verón,26.0,Central Midfield,£38.34m,38.34,2001,SS Lazio,Man Utd,out
Juan Sebastián Verón,28.0,Central Midfield,£19.35m,19.35,2003,Manchester United,Chelsea,out
Juan Sebastián Verón,28.0,Central Midfield,£19.35m,19.35,2003,Chelsea FC,Man Utd,in
Juan Sebastián Verón,29.0,Central Midfield,Loan,0.0,2004,Chelsea FC,Inter,out
Juan Sebastián Verón,29.0,Central Midfield,Loan,0.0,2004,FC Internazionale,Chelsea,in
Juan Sebastián Verón,31.0,Central Midfield,"End of loanJun 30, 2006",0.0,2006,Chelsea FC,Inter,in
Juan Sebastián Verón,31.0,Central Midfield,"End of loanJun 30, 2006",0.0,2006,FC Internazionale,Chelsea,out
Juanfran,20.0,Right-Back,Loan fee:£90Th.,0.09,2005,RCD Espanyol Barcelona,Real Madrid,in
Juanfran,20.0,Right-Back,Loan fee:£90Th.,0.09,2005,Real Madrid,Espanyol,out
Juanfran,21.0,Right-Back,"End of loanJun 30, 2006",0.0,2006,RCD Espanyol Barcelona,Real Madrid,out
Juanfran,21.0,Right-Back,"End of loanJun 30, 2006",0.0,2006,Real Madrid,Espanyol,in
Juanfran,21.0,Right-Back,£360Th.,0.36,2006,Real Madrid,CA Osasuna,out
Juanfran,21.0,Right-Back,£360Th.,0.36,2006,CA Osasuna,Real Madrid,in
Juanfran,22.0,Left-Back,£1.80m,1.8,1999,Valencia CF,Celta de Vigo,out
Juanfran,22.0,Left-Back,£1.80m,1.8,1999,Celta de Vigo,Valencia,in
Juanfran,25.0,Right-Back,Loan,0.0,2014,Watford FC,Dep. La Coruña,out
Juanfran,25.0,Right-Back,Loan,0.0,2014,Deportivo de La Coruña,Watford,in
Juanfran,25.0,Right-Back,£3.83m,3.83,2010,Atlético Madrid,CA Osasuna,in
Juanfran,25.0,Right-Back,£3.83m,3.83,2010,CA Osasuna,Atlético Madrid,out
Juanfran,27.0,Right-Back,"End of loanJun 30, 2016",0.0,2016,Watford FC,Dep. La Coruña,in
Juanfran,27.0,Right-Back,"End of loanJun 30, 2016",0.0,2016,Deportivo de La Coruña,Watford,out
Juanfran,27.0,Right-Back,Loan,0.0,2016,Watford FC,Dep. La Coruña,out
Juanfran,27.0,Right-Back,Loan,0.0,2016,Deportivo de La Coruña,Watford,in
Juanfran,28.0,Right-Back,"End of loanJun 30, 2017",0.0,2017,Watford FC,Dep. La Coruña,in
Juanfran,28.0,Right-Back,"End of loanJun 30, 2017",0.0,2017,Deportivo de La Coruña,Watford,out
Juanfran,28.0,Right-Back,£900Th.,0.9,2017,Watford FC,Dep. La Coruña,out
Juanfran,28.0,Right-Back,£900Th.,0.9,2017,Deportivo de La Coruña,Watford,in
Juanmi,22.0,Right Winger,£6.30m,6.3,2015,Southampton FC,Málaga CF,in
Juanmi,22.0,Right Winger,£6.30m,6.3,2015,Málaga CF,Southampton,out
Juanmi,23.0,Right Winger,£4.50m,4.5,2016,Southampton FC,Real Sociedad,out
Juanmi,23.0,Right Winger,£4.50m,4.5,2016,Real Sociedad,Southampton,in
Juanmi,26.0,Right Winger,£7.20m,7.2,2019,Real Sociedad,Real Betis,out
Juanmi,26.0,Right Winger,£7.20m,7.2,2019,Real Betis Balompié,Real Sociedad,in
Julian Darby,29.0,Midfielder,£108k,0.10800000000000001,1997,West Bromwich Albion,Preston NE,out
Julian Darby,29.0,Midfielder,£108k,0.10800000000000001,1997,Preston North End,West Brom,in
